Universe,Decision 1,Value 1,Decision 2,Value 2,Decision 3,Value 3,Decision 4,Value 4,Decision 5,Value 5,Decision 6,Value 6,Decision 7,Value 7
Universe_1423,death_outliers,0,damage_outliers,2,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity * damages + femininity * zcat,year_interaction,,model,log_linear
Universe_1424,death_outliers,0,damage_outliers,2,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity * damages + femininity * zcat,year_interaction,,model,neg_binomial
Universe_1425,death_outliers,0,damage_outliers,2,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity * damages + femininity * zcat,year_interaction, + post1979:damages,model,log_linear
Universe_1426,death_outliers,0,damage_outliers,2,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity * damages + femininity * zcat,year_interaction, + post1979:damages,model,neg_binomial
Universe_1427,death_outliers,0,damage_outliers,2,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity * damages + femininity * zcat,year_interaction, + year:damages,model,log_linear
Universe_1428,death_outliers,0,damage_outliers,2,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity * damages + femininity * zcat,year_interaction, + year:damages,model,neg_binomial
Universe_1429,death_outliers,0,damage_outliers,2,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity * damages + femininity * z3,year_interaction,,model,log_linear
Universe_1430,death_outliers,0,damage_outliers,2,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity * damages + femininity * z3,year_interaction,,model,neg_binomial
Universe_1431,death_outliers,0,damage_outliers,2,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity * damages + femininity * z3,year_interaction, + post1979:damages,model,log_linear
Universe_1432,death_outliers,0,damage_outliers,2,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity * damages + femininity * z3,year_interaction, + post1979:damages,model,neg_binomial
Universe_1433,death_outliers,0,damage_outliers,2,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity * damages + femininity * z3,year_interaction, + year:damages,model,log_linear
Universe_1434,death_outliers,0,damage_outliers,2,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity * damages + femininity * z3,year_interaction, + year:damages,model,neg_binomial
Universe_1435,death_outliers,0,damage_outliers,2,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity + damages + z3,year_interaction,,model,log_linear
Universe_1436,death_outliers,0,damage_outliers,2,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity + damages + z3,year_interaction,,model,neg_binomial
Universe_1437,death_outliers,0,damage_outliers,2,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity + damages + z3,year_interaction, + post1979:damages,model,log_linear
Universe_1438,death_outliers,0,damage_outliers,2,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity + damages + z3,year_interaction, + post1979:damages,model,neg_binomial
Universe_1439,death_outliers,0,damage_outliers,2,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity + damages + z3,year_interaction, + year:damages,model,log_linear
Universe_1440,death_outliers,0,damage_outliers,2,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity + damages + z3,year_interaction, + year:damages,model,neg_binomial
Universe_1441,death_outliers,0,damage_outliers,1,femininity_rating,fem_likert,damage_functional,ln,effect_type,femininity * damages,year_interaction,,model,log_linear
Universe_1442,death_outliers,0,damage_outliers,1,femininity_rating,fem_likert,damage_functional,ln,effect_type,femininity * damages,year_interaction,,model,neg_binomial
Universe_1443,death_outliers,0,damage_outliers,1,femininity_rating,fem_likert,damage_functional,ln,effect_type,femininity * damages,year_interaction, + post1979:damages,model,log_linear
Universe_1444,death_outliers,0,damage_outliers,1,femininity_rating,fem_likert,damage_functional,ln,effect_type,femininity * damages,year_interaction, + post1979:damages,model,neg_binomial
Universe_1445,death_outliers,0,damage_outliers,1,femininity_rating,fem_likert,damage_functional,ln,effect_type,femininity * damages,year_interaction, + year:damages,model,log_linear
Universe_1446,death_outliers,0,damage_outliers,1,femininity_rating,fem_likert,damage_functional,ln,effect_type,femininity * damages,year_interaction, + year:damages,model,neg_binomial
Universe_1447,death_outliers,0,damage_outliers,1,femininity_rating,fem_likert,damage_functional,ln,effect_type,femininity * damages + femininity * zpressure,year_interaction,,model,log_linear
Universe_1448,death_outliers,0,damage_outliers,1,femininity_rating,fem_likert,damage_functional,ln,effect_type,femininity * damages + femininity * zpressure,year_interaction,,model,neg_binomial
Universe_1449,death_outliers,0,damage_outliers,1,femininity_rating,fem_likert,damage_functional,ln,effect_type,femininity * damages + femininity * zpressure,year_interaction, + post1979:damages,model,log_linear
Universe_1450,death_outliers,0,damage_outliers,1,femininity_rating,fem_likert,damage_functional,ln,effect_type,femininity * damages + femininity * zpressure,year_interaction, + post1979:damages,model,neg_binomial
Universe_1451,death_outliers,0,damage_outliers,1,femininity_rating,fem_likert,damage_functional,ln,effect_type,femininity * damages + femininity * zpressure,year_interaction, + year:damages,model,log_linear
Universe_1452,death_outliers,0,damage_outliers,1,femininity_rating,fem_likert,damage_functional,ln,effect_type,femininity * damages + femininity * zpressure,year_interaction, + year:damages,model,neg_binomial
Universe_1453,death_outliers,0,damage_outliers,1,femininity_rating,fem_likert,damage_functional,ln,effect_type,femininity * damages + femininity * zwind,year_interaction,,model,log_linear
Universe_1454,death_outliers,0,damage_outliers,1,femininity_rating,fem_likert,damage_functional,ln,effect_type,femininity * damages + femininity * zwind,year_interaction,,model,neg_binomial
Universe_1455,death_outliers,0,damage_outliers,1,femininity_rating,fem_likert,damage_functional,ln,effect_type,femininity * damages + femininity * zwind,year_interaction, + post1979:damages,model,log_linear
Universe_1456,death_outliers,0,damage_outliers,1,femininity_rating,fem_likert,damage_functional,ln,effect_type,femininity * damages + femininity * zwind,year_interaction, + post1979:damages,model,neg_binomial
Universe_1457,death_outliers,0,damage_outliers,1,femininity_rating,fem_likert,damage_functional,ln,effect_type,femininity * damages + femininity * zwind,year_interaction, + year:damages,model,log_linear
Universe_1458,death_outliers,0,damage_outliers,1,femininity_rating,fem_likert,damage_functional,ln,effect_type,femininity * damages + femininity * zwind,year_interaction, + year:damages,model,neg_binomial
Universe_1459,death_outliers,0,damage_outliers,1,femininity_rating,fem_likert,damage_functional,ln,effect_type,femininity * damages + femininity * zcat,year_interaction,,model,log_linear
Universe_1460,death_outliers,0,damage_outliers,1,femininity_rating,fem_likert,damage_functional,ln,effect_type,femininity * damages + femininity * zcat,year_interaction,,model,neg_binomial
Universe_1461,death_outliers,0,damage_outliers,1,femininity_rating,fem_likert,damage_functional,ln,effect_type,femininity * damages + femininity * zcat,year_interaction, + post1979:damages,model,log_linear
Universe_1462,death_outliers,0,damage_outliers,1,femininity_rating,fem_likert,damage_functional,ln,effect_type,femininity * damages + femininity * zcat,year_interaction, + post1979:damages,model,neg_binomial
Universe_1463,death_outliers,0,damage_outliers,1,femininity_rating,fem_likert,damage_functional,ln,effect_type,femininity * damages + femininity * zcat,year_interaction, + year:damages,model,log_linear
Universe_1464,death_outliers,0,damage_outliers,1,femininity_rating,fem_likert,damage_functional,ln,effect_type,femininity * damages + femininity * zcat,year_interaction, + year:damages,model,neg_binomial
Universe_1465,death_outliers,0,damage_outliers,1,femininity_rating,fem_likert,damage_functional,ln,effect_type,femininity * damages + femininity * z3,year_interaction,,model,log_linear
Universe_1466,death_outliers,0,damage_outliers,1,femininity_rating,fem_likert,damage_functional,ln,effect_type,femininity * damages + femininity * z3,year_interaction,,model,neg_binomial
Universe_1467,death_outliers,0,damage_outliers,1,femininity_rating,fem_likert,damage_functional,ln,effect_type,femininity * damages + femininity * z3,year_interaction, + post1979:damages,model,log_linear
Universe_1468,death_outliers,0,damage_outliers,1,femininity_rating,fem_likert,damage_functional,ln,effect_type,femininity * damages + femininity * z3,year_interaction, + post1979:damages,model,neg_binomial
Universe_1469,death_outliers,0,damage_outliers,1,femininity_rating,fem_likert,damage_functional,ln,effect_type,femininity * damages + femininity * z3,year_interaction, + year:damages,model,log_linear
Universe_1470,death_outliers,0,damage_outliers,1,femininity_rating,fem_likert,damage_functional,ln,effect_type,femininity * damages + femininity * z3,year_interaction, + year:damages,model,neg_binomial
Universe_1471,death_outliers,0,damage_outliers,1,femininity_rating,fem_likert,damage_functional,ln,effect_type,femininity + damages + z3,year_interaction,,model,log_linear
Universe_1472,death_outliers,0,damage_outliers,1,femininity_rating,fem_likert,damage_functional,ln,effect_type,femininity + damages + z3,year_interaction,,model,neg_binomial
Universe_1473,death_outliers,0,damage_outliers,1,femininity_rating,fem_likert,damage_functional,ln,effect_type,femininity + damages + z3,year_interaction, + post1979:damages,model,log_linear
Universe_1474,death_outliers,0,damage_outliers,1,femininity_rating,fem_likert,damage_functional,ln,effect_type,femininity + damages + z3,year_interaction, + post1979:damages,model,neg_binomial
Universe_1475,death_outliers,0,damage_outliers,1,femininity_rating,fem_likert,damage_functional,ln,effect_type,femininity + damages + z3,year_interaction, + year:damages,model,log_linear
Universe_1476,death_outliers,0,damage_outliers,1,femininity_rating,fem_likert,damage_functional,ln,effect_type,femininity + damages + z3,year_interaction, + year:damages,model,neg_binomial
Universe_1477,death_outliers,0,damage_outliers,1,femininity_rating,fem_likert,damage_functional,linear,effect_type,femininity * damages,year_interaction,,model,log_linear
Universe_1478,death_outliers,0,damage_outliers,1,femininity_rating,fem_likert,damage_functional,linear,effect_type,femininity * damages,year_interaction,,model,neg_binomial
Universe_1479,death_outliers,0,damage_outliers,1,femininity_rating,fem_likert,damage_functional,linear,effect_type,femininity * damages,year_interaction, + post1979:damages,model,log_linear
Universe_1480,death_outliers,0,damage_outliers,1,femininity_rating,fem_likert,damage_functional,linear,effect_type,femininity * damages,year_interaction, + post1979:damages,model,neg_binomial
Universe_1481,death_outliers,0,damage_outliers,1,femininity_rating,fem_likert,damage_functional,linear,effect_type,femininity * damages,year_interaction, + year:damages,model,log_linear
Universe_1482,death_outliers,0,damage_outliers,1,femininity_rating,fem_likert,damage_functional,linear,effect_type,femininity * damages,year_interaction, + year:damages,model,neg_binomial
Universe_1483,death_outliers,0,damage_outliers,1,femininity_rating,fem_likert,damage_functional,linear,effect_type,femininity * damages + femininity * zpressure,year_interaction,,model,log_linear
Universe_1484,death_outliers,0,damage_outliers,1,femininity_rating,fem_likert,damage_functional,linear,effect_type,femininity * damages + femininity * zpressure,year_interaction,,model,neg_binomial
Universe_1485,death_outliers,0,damage_outliers,1,femininity_rating,fem_likert,damage_functional,linear,effect_type,femininity * damages + femininity * zpressure,year_interaction, + post1979:damages,model,log_linear
Universe_1486,death_outliers,0,damage_outliers,1,femininity_rating,fem_likert,damage_functional,linear,effect_type,femininity * damages + femininity * zpressure,year_interaction, + post1979:damages,model,neg_binomial
Universe_1487,death_outliers,0,damage_outliers,1,femininity_rating,fem_likert,damage_functional,linear,effect_type,femininity * damages + femininity * zpressure,year_interaction, + year:damages,model,log_linear
Universe_1488,death_outliers,0,damage_outliers,1,femininity_rating,fem_likert,damage_functional,linear,effect_type,femininity * damages + femininity * zpressure,year_interaction, + year:damages,model,neg_binomial
Universe_1489,death_outliers,0,damage_outliers,1,femininity_rating,fem_likert,damage_functional,linear,effect_type,femininity * damages + femininity * zwind,year_interaction,,model,log_linear
Universe_1490,death_outliers,0,damage_outliers,1,femininity_rating,fem_likert,damage_functional,linear,effect_type,femininity * damages + femininity * zwind,year_interaction,,model,neg_binomial
Universe_1491,death_outliers,0,damage_outliers,1,femininity_rating,fem_likert,damage_functional,linear,effect_type,femininity * damages + femininity * zwind,year_interaction, + post1979:damages,model,log_linear
Universe_1492,death_outliers,0,damage_outliers,1,femininity_rating,fem_likert,damage_functional,linear,effect_type,femininity * damages + femininity * zwind,year_interaction, + post1979:damages,model,neg_binomial
Universe_1493,death_outliers,0,damage_outliers,1,femininity_rating,fem_likert,damage_functional,linear,effect_type,femininity * damages + femininity * zwind,year_interaction, + year:damages,model,log_linear
Universe_1494,death_outliers,0,damage_outliers,1,femininity_rating,fem_likert,damage_functional,linear,effect_type,femininity * damages + femininity * zwind,year_interaction, + year:damages,model,neg_binomial
Universe_1495,death_outliers,0,damage_outliers,1,femininity_rating,fem_likert,damage_functional,linear,effect_type,femininity * damages + femininity * zcat,year_interaction,,model,log_linear
Universe_1496,death_outliers,0,damage_outliers,1,femininity_rating,fem_likert,damage_functional,linear,effect_type,femininity * damages + femininity * zcat,year_interaction,,model,neg_binomial
Universe_1497,death_outliers,0,damage_outliers,1,femininity_rating,fem_likert,damage_functional,linear,effect_type,femininity * damages + femininity * zcat,year_interaction, + post1979:damages,model,log_linear
Universe_1498,death_outliers,0,damage_outliers,1,femininity_rating,fem_likert,damage_functional,linear,effect_type,femininity * damages + femininity * zcat,year_interaction, + post1979:damages,model,neg_binomial
Universe_1499,death_outliers,0,damage_outliers,1,femininity_rating,fem_likert,damage_functional,linear,effect_type,femininity * damages + femininity * zcat,year_interaction, + year:damages,model,log_linear
Universe_1500,death_outliers,0,damage_outliers,1,femininity_rating,fem_likert,damage_functional,linear,effect_type,femininity * damages + femininity * zcat,year_interaction, + year:damages,model,neg_binomial
Universe_1501,death_outliers,0,damage_outliers,1,femininity_rating,fem_likert,damage_functional,linear,effect_type,femininity * damages + femininity * z3,year_interaction,,model,log_linear
Universe_1502,death_outliers,0,damage_outliers,1,femininity_rating,fem_likert,damage_functional,linear,effect_type,femininity * damages + femininity * z3,year_interaction,,model,neg_binomial
Universe_1503,death_outliers,0,damage_outliers,1,femininity_rating,fem_likert,damage_functional,linear,effect_type,femininity * damages + femininity * z3,year_interaction, + post1979:damages,model,log_linear
Universe_1504,death_outliers,0,damage_outliers,1,femininity_rating,fem_likert,damage_functional,linear,effect_type,femininity * damages + femininity * z3,year_interaction, + post1979:damages,model,neg_binomial
Universe_1505,death_outliers,0,damage_outliers,1,femininity_rating,fem_likert,damage_functional,linear,effect_type,femininity * damages + femininity * z3,year_interaction, + year:damages,model,log_linear
Universe_1506,death_outliers,0,damage_outliers,1,femininity_rating,fem_likert,damage_functional,linear,effect_type,femininity * damages + femininity * z3,year_interaction, + year:damages,model,neg_binomial
Universe_1507,death_outliers,0,damage_outliers,1,femininity_rating,fem_likert,damage_functional,linear,effect_type,femininity + damages + z3,year_interaction,,model,log_linear
Universe_1508,death_outliers,0,damage_outliers,1,femininity_rating,fem_likert,damage_functional,linear,effect_type,femininity + damages + z3,year_interaction,,model,neg_binomial
Universe_1509,death_outliers,0,damage_outliers,1,femininity_rating,fem_likert,damage_functional,linear,effect_type,femininity + damages + z3,year_interaction, + post1979:damages,model,log_linear
Universe_1510,death_outliers,0,damage_outliers,1,femininity_rating,fem_likert,damage_functional,linear,effect_type,femininity + damages + z3,year_interaction, + post1979:damages,model,neg_binomial
Universe_1511,death_outliers,0,damage_outliers,1,femininity_rating,fem_likert,damage_functional,linear,effect_type,femininity + damages + z3,year_interaction, + year:damages,model,log_linear
Universe_1512,death_outliers,0,damage_outliers,1,femininity_rating,fem_likert,damage_functional,linear,effect_type,femininity + damages + z3,year_interaction, + year:damages,model,neg_binomial
Universe_1513,death_outliers,0,damage_outliers,1,femininity_rating,fem_binary,damage_functional,ln,effect_type,femininity * damages,year_interaction,,model,log_linear
Universe_1514,death_outliers,0,damage_outliers,1,femininity_rating,fem_binary,damage_functional,ln,effect_type,femininity * damages,year_interaction,,model,neg_binomial
Universe_1515,death_outliers,0,damage_outliers,1,femininity_rating,fem_binary,damage_functional,ln,effect_type,femininity * damages,year_interaction, + post1979:damages,model,log_linear
Universe_1516,death_outliers,0,damage_outliers,1,femininity_rating,fem_binary,damage_functional,ln,effect_type,femininity * damages,year_interaction, + post1979:damages,model,neg_binomial
Universe_1517,death_outliers,0,damage_outliers,1,femininity_rating,fem_binary,damage_functional,ln,effect_type,femininity * damages,year_interaction, + year:damages,model,log_linear
Universe_1518,death_outliers,0,damage_outliers,1,femininity_rating,fem_binary,damage_functional,ln,effect_type,femininity * damages,year_interaction, + year:damages,model,neg_binomial
Universe_1519,death_outliers,0,damage_outliers,1,femininity_rating,fem_binary,damage_functional,ln,effect_type,femininity * damages + femininity * zpressure,year_interaction,,model,log_linear
Universe_1520,death_outliers,0,damage_outliers,1,femininity_rating,fem_binary,damage_functional,ln,effect_type,femininity * damages + femininity * zpressure,year_interaction,,model,neg_binomial
Universe_1521,death_outliers,0,damage_outliers,1,femininity_rating,fem_binary,damage_functional,ln,effect_type,femininity * damages + femininity * zpressure,year_interaction, + post1979:damages,model,log_linear
Universe_1522,death_outliers,0,damage_outliers,1,femininity_rating,fem_binary,damage_functional,ln,effect_type,femininity * damages + femininity * zpressure,year_interaction, + post1979:damages,model,neg_binomial
Universe_1523,death_outliers,0,damage_outliers,1,femininity_rating,fem_binary,damage_functional,ln,effect_type,femininity * damages + femininity * zpressure,year_interaction, + year:damages,model,log_linear
Universe_1524,death_outliers,0,damage_outliers,1,femininity_rating,fem_binary,damage_functional,ln,effect_type,femininity * damages + femininity * zpressure,year_interaction, + year:damages,model,neg_binomial
Universe_1525,death_outliers,0,damage_outliers,1,femininity_rating,fem_binary,damage_functional,ln,effect_type,femininity * damages + femininity * zwind,year_interaction,,model,log_linear
Universe_1526,death_outliers,0,damage_outliers,1,femininity_rating,fem_binary,damage_functional,ln,effect_type,femininity * damages + femininity * zwind,year_interaction,,model,neg_binomial
Universe_1527,death_outliers,0,damage_outliers,1,femininity_rating,fem_binary,damage_functional,ln,effect_type,femininity * damages + femininity * zwind,year_interaction, + post1979:damages,model,log_linear
Universe_1528,death_outliers,0,damage_outliers,1,femininity_rating,fem_binary,damage_functional,ln,effect_type,femininity * damages + femininity * zwind,year_interaction, + post1979:damages,model,neg_binomial
Universe_1529,death_outliers,0,damage_outliers,1,femininity_rating,fem_binary,damage_functional,ln,effect_type,femininity * damages + femininity * zwind,year_interaction, + year:damages,model,log_linear
Universe_1530,death_outliers,0,damage_outliers,1,femininity_rating,fem_binary,damage_functional,ln,effect_type,femininity * damages + femininity * zwind,year_interaction, + year:damages,model,neg_binomial
Universe_1531,death_outliers,0,damage_outliers,1,femininity_rating,fem_binary,damage_functional,ln,effect_type,femininity * damages + femininity * zcat,year_interaction,,model,log_linear
Universe_1532,death_outliers,0,damage_outliers,1,femininity_rating,fem_binary,damage_functional,ln,effect_type,femininity * damages + femininity * zcat,year_interaction,,model,neg_binomial
Universe_1533,death_outliers,0,damage_outliers,1,femininity_rating,fem_binary,damage_functional,ln,effect_type,femininity * damages + femininity * zcat,year_interaction, + post1979:damages,model,log_linear
Universe_1534,death_outliers,0,damage_outliers,1,femininity_rating,fem_binary,damage_functional,ln,effect_type,femininity * damages + femininity * zcat,year_interaction, + post1979:damages,model,neg_binomial
Universe_1535,death_outliers,0,damage_outliers,1,femininity_rating,fem_binary,damage_functional,ln,effect_type,femininity * damages + femininity * zcat,year_interaction, + year:damages,model,log_linear
Universe_1536,death_outliers,0,damage_outliers,1,femininity_rating,fem_binary,damage_functional,ln,effect_type,femininity * damages + femininity * zcat,year_interaction, + year:damages,model,neg_binomial
Universe_1537,death_outliers,0,damage_outliers,1,femininity_rating,fem_binary,damage_functional,ln,effect_type,femininity * damages + femininity * z3,year_interaction,,model,log_linear
Universe_1538,death_outliers,0,damage_outliers,1,femininity_rating,fem_binary,damage_functional,ln,effect_type,femininity * damages + femininity * z3,year_interaction,,model,neg_binomial
Universe_1539,death_outliers,0,damage_outliers,1,femininity_rating,fem_binary,damage_functional,ln,effect_type,femininity * damages + femininity * z3,year_interaction, + post1979:damages,model,log_linear
Universe_1540,death_outliers,0,damage_outliers,1,femininity_rating,fem_binary,damage_functional,ln,effect_type,femininity * damages + femininity * z3,year_interaction, + post1979:damages,model,neg_binomial
Universe_1541,death_outliers,0,damage_outliers,1,femininity_rating,fem_binary,damage_functional,ln,effect_type,femininity * damages + femininity * z3,year_interaction, + year:damages,model,log_linear
Universe_1542,death_outliers,0,damage_outliers,1,femininity_rating,fem_binary,damage_functional,ln,effect_type,femininity * damages + femininity * z3,year_interaction, + year:damages,model,neg_binomial
Universe_1543,death_outliers,0,damage_outliers,1,femininity_rating,fem_binary,damage_functional,ln,effect_type,femininity + damages + z3,year_interaction,,model,log_linear
Universe_1544,death_outliers,0,damage_outliers,1,femininity_rating,fem_binary,damage_functional,ln,effect_type,femininity + damages + z3,year_interaction,,model,neg_binomial
Universe_1545,death_outliers,0,damage_outliers,1,femininity_rating,fem_binary,damage_functional,ln,effect_type,femininity + damages + z3,year_interaction, + post1979:damages,model,log_linear
Universe_1546,death_outliers,0,damage_outliers,1,femininity_rating,fem_binary,damage_functional,ln,effect_type,femininity + damages + z3,year_interaction, + post1979:damages,model,neg_binomial
Universe_1547,death_outliers,0,damage_outliers,1,femininity_rating,fem_binary,damage_functional,ln,effect_type,femininity + damages + z3,year_interaction, + year:damages,model,log_linear
Universe_1548,death_outliers,0,damage_outliers,1,femininity_rating,fem_binary,damage_functional,ln,effect_type,femininity + damages + z3,year_interaction, + year:damages,model,neg_binomial
Universe_1549,death_outliers,0,damage_outliers,1,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity * damages,year_interaction,,model,log_linear
Universe_1550,death_outliers,0,damage_outliers,1,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity * damages,year_interaction,,model,neg_binomial
Universe_1551,death_outliers,0,damage_outliers,1,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity * damages,year_interaction, + post1979:damages,model,log_linear
Universe_1552,death_outliers,0,damage_outliers,1,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity * damages,year_interaction, + post1979:damages,model,neg_binomial
Universe_1553,death_outliers,0,damage_outliers,1,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity * damages,year_interaction, + year:damages,model,log_linear
Universe_1554,death_outliers,0,damage_outliers,1,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity * damages,year_interaction, + year:damages,model,neg_binomial
Universe_1555,death_outliers,0,damage_outliers,1,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity * damages + femininity * zpressure,year_interaction,,model,log_linear
Universe_1556,death_outliers,0,damage_outliers,1,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity * damages + femininity * zpressure,year_interaction,,model,neg_binomial
Universe_1557,death_outliers,0,damage_outliers,1,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity * damages + femininity * zpressure,year_interaction, + post1979:damages,model,log_linear
Universe_1558,death_outliers,0,damage_outliers,1,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity * damages + femininity * zpressure,year_interaction, + post1979:damages,model,neg_binomial
Universe_1559,death_outliers,0,damage_outliers,1,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity * damages + femininity * zpressure,year_interaction, + year:damages,model,log_linear
Universe_1560,death_outliers,0,damage_outliers,1,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity * damages + femininity * zpressure,year_interaction, + year:damages,model,neg_binomial
Universe_1561,death_outliers,0,damage_outliers,1,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity * damages + femininity * zwind,year_interaction,,model,log_linear
Universe_1562,death_outliers,0,damage_outliers,1,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity * damages + femininity * zwind,year_interaction,,model,neg_binomial
Universe_1563,death_outliers,0,damage_outliers,1,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity * damages + femininity * zwind,year_interaction, + post1979:damages,model,log_linear
Universe_1564,death_outliers,0,damage_outliers,1,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity * damages + femininity * zwind,year_interaction, + post1979:damages,model,neg_binomial
Universe_1565,death_outliers,0,damage_outliers,1,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity * damages + femininity * zwind,year_interaction, + year:damages,model,log_linear
Universe_1566,death_outliers,0,damage_outliers,1,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity * damages + femininity * zwind,year_interaction, + year:damages,model,neg_binomial
Universe_1567,death_outliers,0,damage_outliers,1,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity * damages + femininity * zcat,year_interaction,,model,log_linear
Universe_1568,death_outliers,0,damage_outliers,1,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity * damages + femininity * zcat,year_interaction,,model,neg_binomial
Universe_1569,death_outliers,0,damage_outliers,1,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity * damages + femininity * zcat,year_interaction, + post1979:damages,model,log_linear
Universe_1570,death_outliers,0,damage_outliers,1,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity * damages + femininity * zcat,year_interaction, + post1979:damages,model,neg_binomial
Universe_1571,death_outliers,0,damage_outliers,1,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity * damages + femininity * zcat,year_interaction, + year:damages,model,log_linear
Universe_1572,death_outliers,0,damage_outliers,1,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity * damages + femininity * zcat,year_interaction, + year:damages,model,neg_binomial
Universe_1573,death_outliers,0,damage_outliers,1,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity * damages + femininity * z3,year_interaction,,model,log_linear
Universe_1574,death_outliers,0,damage_outliers,1,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity * damages + femininity * z3,year_interaction,,model,neg_binomial
Universe_1575,death_outliers,0,damage_outliers,1,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity * damages + femininity * z3,year_interaction, + post1979:damages,model,log_linear
Universe_1576,death_outliers,0,damage_outliers,1,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity * damages + femininity * z3,year_interaction, + post1979:damages,model,neg_binomial
Universe_1577,death_outliers,0,damage_outliers,1,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity * damages + femininity * z3,year_interaction, + year:damages,model,log_linear
Universe_1578,death_outliers,0,damage_outliers,1,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity * damages + femininity * z3,year_interaction, + year:damages,model,neg_binomial
Universe_1579,death_outliers,0,damage_outliers,1,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity + damages + z3,year_interaction,,model,log_linear
Universe_1580,death_outliers,0,damage_outliers,1,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity + damages + z3,year_interaction,,model,neg_binomial
Universe_1581,death_outliers,0,damage_outliers,1,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity + damages + z3,year_interaction, + post1979:damages,model,log_linear
Universe_1582,death_outliers,0,damage_outliers,1,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity + damages + z3,year_interaction, + post1979:damages,model,neg_binomial
Universe_1583,death_outliers,0,damage_outliers,1,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity + damages + z3,year_interaction, + year:damages,model,log_linear
Universe_1584,death_outliers,0,damage_outliers,1,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity + damages + z3,year_interaction, + year:damages,model,neg_binomial
Universe_1585,death_outliers,0,damage_outliers,0,femininity_rating,fem_likert,damage_functional,ln,effect_type,femininity * damages,year_interaction,,model,log_linear
Universe_1586,death_outliers,0,damage_outliers,0,femininity_rating,fem_likert,damage_functional,ln,effect_type,femininity * damages,year_interaction,,model,neg_binomial
Universe_1587,death_outliers,0,damage_outliers,0,femininity_rating,fem_likert,damage_functional,ln,effect_type,femininity * damages,year_interaction, + post1979:damages,model,log_linear
Universe_1588,death_outliers,0,damage_outliers,0,femininity_rating,fem_likert,damage_functional,ln,effect_type,femininity * damages,year_interaction, + post1979:damages,model,neg_binomial
Universe_1589,death_outliers,0,damage_outliers,0,femininity_rating,fem_likert,damage_functional,ln,effect_type,femininity * damages,year_interaction, + year:damages,model,log_linear
Universe_1590,death_outliers,0,damage_outliers,0,femininity_rating,fem_likert,damage_functional,ln,effect_type,femininity * damages,year_interaction, + year:damages,model,neg_binomial
